dataset,T2,auc,ap,dp,true,false,fnr,tnr
cora,20,0.8496952064782575,0.8704247863314931,0.19242876972608647,0.043841824803249364,0.04592617339623038,0.20995475113122167,0.1407820959010054
cora,20,0.8482441516730339,0.8758383572630875,0.1892816854390537,0.059122783086947926,0.04073243114945495,0.17548645208219674,0.19666048237476808
cora,20,0.8349758217543,0.8569761653115298,0.16151675960086292,0.03343826247889774,0.03628491796526898,0.1190442987960768,0.14628109152378652
cora,20,0.8375430725635422,0.8613113383548527,0.16474836797201364,0.0060012105981905,0.03679353925254592,0.07211699832174537,0.16876320573927572
cora,20,0.8297513043290401,0.8547372742548556,0.18112910745226016,0.05703449618298832,0.041115094072925414,0.16357288075665166,0.136069218870843
cora,20,0.8655955985871119,0.8785255807994126,0.16256731279943504,0.034065334718352075,0.012587100115992336,0.17331589274035314,0.10701923850921677
cora,20,0.8275333148500876,0.8449617981347092,0.18869395575880088,0.0913192277430862,0.05036222187117538,0.2702485380116959,0.1702648675662169
cora,20,0.8408700567819709,0.8635861527860638,0.17401459296465294,0.04766601168800173,0.03587604225017665,0.1384313725490196,0.14588235294117646
cora,20,0.8355087153304119,0.8559800009361382,0.1805278516268827,0.08256041958680285,0.0034799658669246486,0.2654901960784314,0.06313246885329266
cora,20,0.8308566984362454,0.8537939881163129,0.1610877931179285,0.02034262867443876,0.04719975245849069,0.10980392156862744,0.16619700799801085
cora,20,0.8518051769890793,0.8647671372133239,0.17895458604967598,0.05145992421038521,0.02230799408933866,0.1774193548387097,0.14735992523682087
cora,20,0.8362612474750566,0.8577166355922198,0.1602291895893122,0.04275563120527188,0.015036188627626254,0.12141728729406455,0.1530098117210289
cora,20,0.8549773340198539,0.8747820579387414,0.1896197373689248,0.05828626586031919,0.0381694605357958,0.15903981264637002,0.11269215255680545
cora,20,0.8327866373335158,0.8561090646773127,0.18205595442566724,0.07076703300873009,0.058855561382078675,0.17965386238919376,0.2318603504683369
cora,20,0.8362900525332249,0.8656804107345865,0.1763435107725516,0.05184692016599481,0.028532170520405832,0.15176470588235294,0.13126218323586744
cora,20,0.8420258597409704,0.8643726648069798,0.19825115299977009,0.09435737248378548,0.03664237773271717,0.2257454383622608,0.1317673152535538
cora,20,0.8324013696805158,0.8608810860948101,0.18922439378906813,0.06613805723748059,0.05438805266404325,0.17006626630772415,0.197707054849912
cora,20,0.8321565266860859,0.8570558833330555,0.18989407486757776,0.06758942491872116,0.04876891774087884,0.17211360068502926,0.2143052891203069
cora,20,0.8305290408995819,0.8529620474000457,0.18269278377175616,0.06542757017369763,0.0454415854056989,0.16211363344876234,0.1611943793911007
cora,20,0.8210737805558656,0.8445866198301271,0.1709561212110969,0.03620692795583883,0.050239366828754274,0.1323276497469412,0.1525615870939612
cora,10,0.8554058092601061,0.8770681849440605,0.2096716304649112,0.05986446352565542,0.05681332674476535,0.21855203619909505,0.15472737819025525
cora,10,0.8530870020775649,0.8808481329112445,0.20590772681595407,0.07094946419699195,0.060517307157003576,0.20358246953991635,0.1968745540174112
cora,10,0.8435345246625308,0.8653757757873075,0.173202851572614,0.031350876765210464,0.04926230447922597,0.12394831032399015,0.1677936086291556
cora,10,0.8573933582737129,0.881385383827363,0.1876389480077552,0.02564814896375159,0.04367888875744045,0.1275473507552146,0.15623310893813572
cora,10,0.8366789208184957,0.8643000222483272,0.1960117405673584,0.07145875682675544,0.055479824421447006,0.1668213559621674,0.15941608662026294
cora,10,0.8797172783540788,0.8943585062780343,0.1828253489340267,0.04159310561936598,0.033676634806674516,0.19768912143012865,0.1183691539885696
cora,10,0.8365132917340286,0.8576414658180368,0.20722360762837053,0.09921079436544863,0.07140855713887617,0.25972222222222224,0.2465017491254373
cora,10,0.8551645668979473,0.8790404249165079,0.18739775880818293,0.04732860685285194,0.042539859654768634,0.14274509803921567,0.16823529411764707
cora,10,0.8531014046066487,0.8745166294248927,0.1965234561905662,0.08651930280898038,0.0190921281685206,0.25882352941176473,0.08649885583524028
cora,10,0.8486330199583045,0.873011900974432,0.1823807073857545,0.034956952148432266,0.06113926619699255,0.1619607843137255,0.1971530396585305
cora,10,0.8611560189969358,0.8834262039702874,0.1929038372436433,0.05884889247602216,0.03145503174894,0.2119815668202765,0.15201138439318634
cora,10,0.8585851675554228,0.8759124359540051,0.18100336517267016,0.05730647868032356,0.021272249761864773,0.18853531934100654,0.1906214089984973
cora,10,0.8638636944647481,0.8828285141897743,0.2045124517157149,0.07292151649403485,0.04169854510913154,0.19562060889929744,0.15273607314121812
cora,10,0.8426379672270451,0.8694141881095627,0.20004297786413847,0.07966907397176767,0.07480866873300636,0.18761080624736176,0.2446779904091785
cora,10,0.8559963129525543,0.8838197290358794,0.19516164006950315,0.0530156962766891,0.0522545906273375,0.15215686274509804,0.18830409356725147
cora,10,0.8437325594374372,0.8703980877686706,0.20509201460065785,0.09846006420145463,0.04597691315542165,0.2232977303070761,0.13912692811775382
cora,10,0.8449063655577919,0.8737990874329917,0.20933975477500627,0.0823603029583782,0.06571978609004947,0.22411472354524747,0.1895247609533324
cora,10,0.8367473328316453,0.86082213103697,0.2042534145293796,0.07096756172671963,0.06290909563324983,0.16516816516816518,0.2008221430528912
cora,10,0.8369597701356359,0.8627847690628535,0.18821133222755485,0.06496590535641232,0.0459532754088506,0.15491000812278227,0.1713817330210773
cora,10,0.8430088323509608,0.8656611063482387,0.1876167909425199,0.04087466029782704,0.05798004411522757,0.14505429708613826,0.17468933943754086
cora,5,0.8716914690219603,0.8915276224795919,0.22970932046066506,0.0733834842346573,0.06636501901271794,0.2475113122171945,0.16751256767208042
cora,5,0.8504873455778836,0.8789862827720079,0.21666466512632296,0.07662323464882446,0.07374715896782402,0.2346335697399527,0.22898530041387186
cora,5,0.8527449420118174,0.8756036977235659,0.18503071638264068,0.0332279846536325,0.05405518059161751,0.13294287175196393,0.1741527811317717
cora,5,0.8710865628004276,0.8941353141352626,0.2088708034292889,0.03627356504351188,0.06286426235053423,0.16305442339966436,0.17497911650533146
cora,5,0.8522264509647894,0.8768054456127264,0.216493309143248,0.08433899430007094,0.07109740247533969,0.19824538141960574,0.21101604795050272
cora,5,0.8859571740797684,0.8987088513438394,0.1985816998176052,0.04825769844664215,0.047917383342915884,0.223566601264443,0.17165740964340334
cora,5,0.8489858819208653,0.8714934769383449,0.2258517758978323,0.1041582579014684,0.08902118333227241,0.2688109161793372,0.2726136931534233
cora,5,0.8629995427197016,0.8867646921299482,0.20192977160704625,0.05841050436520812,0.051406366779139734,0.2011764705882353,0.1811764705882353
cora,5,0.8703772382430356,0.8892043932939955,0.21461165456125986,0.09605111208709403,0.027128102692393758,0.2615686274509804,0.11085685227561658
cora,5,0.8546676796445455,0.8789604288591315,0.1953658131474805,0.044456039922049335,0.07194427444240534,0.18862745098039216,0.2023745389747628
cora,5,0.8709857450968391,0.8957478436878629,0.20771515834210125,0.060237000450611124,0.045937383451955284,0.21044546850998466,0.17074465825580898
cora,5,0.8647602519002336,0.8791802483322213,0.19570373357991425,0.060991810550898674,0.036326014322383984,0.18853531934100654,0.1963449129320251
cora,5,0.8691242182127181,0.8895300341892116,0.21669995775645146,0.07840364500000216,0.05310509928832668,0.1937236533957845,0.19060637296643207
cora,5,0.8502893108029771,0.8805418839620496,0.21691113960967245,0.09144232117361037,0.08459868403031716,0.21893203883495144,0.2423026934970645
cora,5,0.8652031296695699,0.8913197092063766,0.20949654245668944,0.05262644702462695,0.061543619004503926,0.17058823529411765,0.1821393762183236
cora,5,0.8509050189213225,0.8792730705067067,0.21786196928674914,0.10286911082467598,0.059051374621372124,0.2291944815309301,0.1629700574654703
cora,5,0.8553085921887883,0.8839018677327564,0.22251178249899886,0.08174335670264819,0.0786434701040266,0.2556688755435908,0.2417344560201703
cora,5,0.8645694183898692,0.8815316788737291,0.2320769839876556,0.0934019383202148,0.07696025717057196,0.214166785595357,0.23485886544258705
cora,5,0.8406216131552701,0.8681846500475094,0.1999225174583056,0.07928372080895894,0.05095617988536553,0.18162968663161044,0.18550351288056205
cora,5,0.8479380979299965,0.8725988074678449,0.1976392717412628,0.04162812435102944,0.06545683522005845,0.16185936809002013,0.18892522345759755
cora,2,0.8726888441610348,0.8951449925488915,0.245542756042065,0.07937869237569882,0.08067361848068305,0.2434389140271493,0.20045436968290808
cora,2,0.8652463372568222,0.8895100928317881,0.2405269308271953,0.08991650412887063,0.10472554157327396,0.2694580832878705,0.3164216735645307
cora,2,0.8753137050866132,0.8893611125122511,0.2108886985978979,0.049675320140373264,0.06978819917618563,0.15569655557105005,0.2304193834017548
cora,2,0.8813627673019382,0.9045185162753052,0.2322504956368027,0.05447149137424258,0.0897221421094288,0.1832893790457924,0.2453933467642868
cora,2,0.8593953098164037,0.8829430028619356,0.23271034080298186,0.09325256737209392,0.08482659446514194,0.2368072129408645,0.2128286929621037
cora,2,0.8972343543526244,0.9114508700832692,0.22165634512016194,0.0708488682067827,0.05853831317019662,0.2777196424678439,0.16777348466553973
cora,2,0.8560287186429937,0.8782450892293301,0.2431946853491562,0.11286048992950448,0.10249235388688943,0.29195906432748536,0.2836831584207896
cora,2,0.8813807704632934,0.8997658966662552,0.2280304053007324,0.07295196825862492,0.06721151792282003,0.21764705882352944,0.22666666666666666
cora,2,0.8891257304782719,0.907954116661143,0.24063221254273395,0.10826852035438247,0.04906102168215591,0.2764705882352941,0.12837528604118992
cora,2,0.8698155396087552,0.8902109799820065,0.21685326195277926,0.054226816482343496,0.082559149089179,0.1968627450980392,0.2307405412125481
cora,2,0.8834475333868628,0.9081636213097539,0.2286935762722161,0.07270792944863333,0.0591258340649956,0.23655913978494625,0.2018605836625462
cora,2,0.8689765922896061,0.8838523803137392,0.20836197508073093,0.059986754218339385,0.052528005795674015,0.182013089596028,0.19873154777689386
cora,2,0.8802897788851721,0.9019175821186638,0.2391211842439059,0.09141838137238166,0.07646708800300332,0.2266978922716628,0.2314569981625061
cora,2,0.8564895995736852,0.8855563887230062,0.2283326499905965,0.08886941903735385,0.09849907909421206,0.2229421696918531,0.2784923587146507
cora,2,0.882147705137022,0.9037908241289077,0.2319571776088531,0.06783407645210356,0.07094810670992904,0.21019607843137256,0.20080409356725146
cora,2,0.8613432518750294,0.8888587911143838,0.2406602866834096,0.11557015967610555,0.08426812599957731,0.25097908322207385,0.2217713479181369
cora,2,0.8629527345001783,0.891566007994484,0.2407545113464086,0.08888302343431641,0.09196942610199256,0.2853075170842825,0.21635507349793065
cora,2,0.8714538272920724,0.8835337330856405,0.2466470298232649,0.10324980572712016,0.08215370249947987,0.22142143570715,0.2387229377911757
cora,2,0.8542392044042934,0.8813159069023377,0.2131950546341918,0.08005845734822385,0.05390700271199535,0.17994100294985252,0.1803747072599532
cora,2,0.8569576817689186,0.8834522155071807,0.2121098044373202,0.04925712614040584,0.07414168597900803,0.19551864773229816,0.21931545672552866
cora,1,0.8761454511412203,0.8984835905894458,0.2581231861100413,0.0860875463354429,0.0977334608582196,0.2520361990950226,0.2234628770301624
cora,1,0.8686489347529427,0.8951724326420192,0.2478341566403156,0.09373436368324972,0.1125587137441525,0.2923031460265503,0.3321678321678322
cora,1,0.8789071360930981,0.8917819643209745,0.2168269317832837,0.05508028059174935,0.06452638384816235,0.16824710640078092,0.2120462046204621
cora,1,0.8827526113585544,0.9047518154776988,0.2384257144822152,0.053771247669793305,0.10243671669640078,0.16437305202589308,0.27738194683307943
cora,1,0.8590568503829272,0.8831013557643573,0.2408885262545513,0.09426115739407537,0.09851729974225756,0.2201670644391408,0.2255172080433101
cora,1,0.8985881920865304,0.9139976853717878,0.2272028141691996,0.07104081501342509,0.06377733128341265,0.3049923697405712,0.19153988569588667
cora,1,0.8597337692498803,0.8783028107294067,0.2442333535453097,0.10188896105590553,0.10525655618590644,0.2677631578947369,0.2826336831584208
cora,1,0.8845169211713577,0.9070376606651964,0.2405089057079314,0.08727762701346906,0.07392240903638425,0.24862745098039216,0.24509803921568624
cora,1,0.8949047452732701,0.9104346950162496,0.2511802218513755,0.11228404667962573,0.05437643010409093,0.3168627450980392,0.14731756928553266
cora,1,0.8706040780761102,0.8927243232225948,0.2210958224715225,0.05019085825500146,0.08598067882987602,0.215686274509804,0.2558327462599975
cora,1,0.8877826946411789,0.9093481608484479,0.23381936170988346,0.07560184614014692,0.05836038945198666,0.25806451612903225,0.1838069750647806
cora,1,0.8737042224614642,0.8934462434603093,0.21674027683259373,0.06586288103603438,0.05526962280948936,0.161701647483638,0.25170158225050826
cora,1,0.883069466998405,0.9071404643275616,0.2470682408799763,0.09875239310652972,0.08277220863097537,0.20517564402810304,0.24055483350513154
cora,1,0.863338002153178,0.8900983437014742,0.2356838726924313,0.09066078671301113,0.10079515146743616,0.2401435204727733,0.2811365571639851
cora,1,0.8890213121424122,0.90852785350941,0.2389061216404544,0.06596342987187248,0.07370238383306256,0.2137254901960784,0.2023635477582846
cora,1,0.8638096849806826,0.8925128265888186,0.2434785928256669,0.1127596818343552,0.08812490259635053,0.2400311526479751,0.2226282891420506
cora,1,0.8667766059720086,0.8945958475338401,0.2474474449822495,0.08718336817546052,0.09285146231393814,0.3059121971422655,0.2627610484753342
cora,1,0.8689765922896059,0.8854316770580686,0.2515390935203393,0.10950295467673753,0.08469305569637957,0.2275819418676561,0.23326938887366394
cora,1,0.8632335838173183,0.8913993613998238,0.22748992589605505,0.0897167539185123,0.06860493544362799,0.19099226198110386,0.1780327868852459
cora,1,0.85822510432832,0.8863600099224368,0.21993790594962778,0.05424763226286634,0.07925727954976297,0.2292516338263476,0.20983213429256595
